game_name,tags,followers,oweners,num_ytube_vids(one_day)
Shooty Fruity,"['Action', 'Simulation', 'VR', 'Singleplayer', 'Shooter', 'Colorful', ""Shoot 'Em Up"", 'Comedy', 'First-Person', 'Funny', 'America', 'Atmospheric', 'Futuristic', 'VR Only']",": 1,266",": 20,000 .. 50,000",nan
VR Battleship YAMATO,"['Casual', 'VR', 'World War II', 'Historical', 'Education', 'War', 'Adventure', 'Science', 'VR Only']",": 1,867",": 0 .. 20,000",nan
House Flipper VR,"['Simulation', 'Casual', 'Indie', 'VR', 'Relaxing', 'Singleplayer', 'Family Friendly', 'Building', 'First-Person', 'Funny', 'Design & Illustration', 'Sandbox', 'Economy', '3D', 'Atmospheric', 'Management', 'Destruction', 'Education', 'Replay Value', 'Memes', 'VR Only']",": 2,336",": 0 .. 20,000",nan
Shores of Loci,"['Casual', 'Puzzle', 'VR', 'Relaxing', 'Atmospheric', 'Building', 'Narrative', 'Nature', 'Realistic', '3D', 'Colorful', 'First-Person', 'Fantasy', 'Surreal', 'Tutorial', 'Singleplayer', 'Interactive Fiction', 'Adventure', 'VR Only']",: 422,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Spacescape,"['Indie', 'Puzzle', 'VR', 'Adventure', 'Space', 'VR Only']",: 204,": 20,000 .. 50,000",nan
Fantastic Contraption,"['VR', 'Puzzle', 'Strategy', 'Physics', 'Building', 'Level Editor', 'Puzzle-Platformer', 'Immersive Sim', 'Simulation', '3D', 'First-Person', 'Sci-fi', 'Logic', 'Automation', 'Relaxing', '3D Vision', 'Education', 'Singleplayer', 'Indie', 'Psychological Horror', 'VR Only']",": 1,885",": 0 .. 20,000",nan
Smashbox Arena,"['VR', 'Action', 'Shooter', 'Multiplayer', 'Funny', 'Arena Shooter', 'FPS', 'Singleplayer', 'Replay Value', 'VR Only']",": 2,398",": 50,000 .. 100,000",nan
FORM,"['Adventure', 'Indie', 'Casual', 'VR', 'Puzzle', 'First-Person', 'Singleplayer', 'Sci-fi', 'Atmospheric', 'Mystery', 'Great Soundtrack', 'Family Friendly', 'VR Only']",": 2,341",": 20,000 .. 50,000",: 50 new videos uploaded yesterday.
Grapple Tournament,"['Early Access', 'VR', 'Arena Shooter', 'FPS', 'PvP', 'Multiplayer', 'Shooter', 'Parkour', 'Action', 'Sci-fi', 'Hero Shooter', 'Team-Based', 'Futuristic', 'e-sports', 'Combat', 'First-Person', 'Arcade', 'Casual', 'Stylized', 'Colorful', 'VR Only']",": 1,276",": 0 .. 20,000",nan
KOBOLD: Chapter I,"['Adventure', 'VR', 'Horror', 'Mystery', 'Survival', 'VR Only']",": 1,178",": 20,000 .. 50,000",: 0 new videos uploaded yesterday.
IRON GUARD VR,"['VR', 'Tower Defense', 'Strategy', 'RTS', 'Sci-fi', 'Action', 'Robots', 'Space', 'Action RTS', 'Real Time Tactics', '3D', 'Atmospheric', 'Futuristic', 'Indie', 'Military', 'War', 'Survival', 'Artificial Intelligence', 'Old School', 'Destruction', 'VR Only']",: 639,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Space Channel 5 VR Kinda Funky News Flash!,"['Spectacle fighter', 'Rhythm', 'Tutorial', 'Female Protagonist', 'VR', 'Action', 'Cute', '3D', 'First-Person', 'Funny', 'Space', 'Family Friendly', 'Sci-fi', ""1990's"", 'Aliens', 'Futuristic', 'Singleplayer', 'Music-Based Procedural Generation', 'VR Only']",: 694,": 0 .. 20,000",nan
Conscious Existence - A Journey Within,"['Indie', 'VR', 'Atmospheric', 'Relaxing', 'Cinematic', 'Epic', '360 Video', 'Great Soundtrack', 'Short', 'Movie', 'Family Friendly', 'VR Only']",": 1,223",": 20,000 .. 50,000",nan
Gun World VR,"['Early Access', 'VR', 'Gun Customization', 'Sandbox', 'Simulation', 'Physics', 'Shooter', 'Military', 'Action', 'Realistic', 'Wargame', 'Sniper', 'FPS', 'War', 'Adventure', 'Survival', 'Combat', 'PvE', 'Singleplayer', 'Action-Adventure', 'VR Only']",: 657,": 0 .. 20,000",nan
TOGETHER VR,"['VR', 'Nudity', 'Dating Sim', 'Hentai', 'Simulation', 'Visual Novel', 'Anime', 'Sports', 'Indie', 'Casual', 'Beautiful', 'Realistic', 'Mature', '3D', 'Cute', 'Romance', 'FPS', 'Funny', 'Shooter', 'First-Person', 'VR Only']",": 9,183",": 20,000 .. 50,000",nan
Escape First 3,"['Adventure', 'Indie', 'Casual', 'Co-op', 'Puzzle', 'Multiplayer', 'Mystery', 'Competitive', 'VR', 'Exploration', 'Hidden Object', 'Horror', '3D', 'First-Person', 'Realistic', 'Psychological', 'Psychological Horror', 'Detective', 'Investigation', 'Logic']",: 976,": 20,000 .. 50,000",nan
AGAINST,"['Shooter', 'Action', 'Music', 'Rhythm', 'VR', 'Arcade', 'Fast-Paced', 'Indie', 'Singleplayer', 'Casual', 'Atmospheric', 'Cinematic', 'Early Access', 'Stylized', 'Comic Book', 'Hero Shooter', 'VR Only']",": 2,903",": 0 .. 20,000",: 50 new videos uploaded yesterday.
Escape First 3,"['Adventure', 'Indie', 'Casual', 'Co-op', 'Puzzle', 'Multiplayer', 'Mystery', 'Competitive', 'VR', 'Exploration', 'Hidden Object', 'Horror', '3D', 'First-Person', 'Realistic', 'Psychological', 'Psychological Horror', 'Detective', 'Investigation', 'Logic']",: 976,": 20,000 .. 50,000",nan
Containment Initiative,"['FPS', 'Shooter', 'Arcade', 'First-Person', 'VR', 'Asymmetric VR', 'Horror', 'Gun Customization', 'Zombies', 'Action', 'Tactical', 'Realistic', 'Atmospheric', 'Combat', 'Co-op', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Singleplayer', 'Blood', 'VR Only']",": 1,115",": 0 .. 20,000",nan
Aery VR - A Journey Beyond Time,"['Simulation', 'VR', 'Adventure', 'Visual Novel', '3D', 'Cute', 'Third Person', 'Emotional', 'Family Friendly', 'Indie', 'Casual', 'Story Rich', 'Singleplayer', 'Flight']",: 80,": 0 .. 20,000",nan
Paranormal Detective: Escape from the 90's,"['Escape Room', 'VR', 'Puzzle', ""1990's"", 'Arcade', 'Simulation', 'Adventure', 'Story Rich', 'Retro', 'Detective', '3D', 'Controller', 'Singleplayer', 'Exploration', 'Realistic', 'Mystery', '1980s', 'Minigames', 'Casual', 'Strategy', 'VR Only']",: 491,": 0 .. 20,000",nan
AppGameKit Classic: Easy Game Development,"['Game Development', 'Software Training', 'Utilities', 'Software', 'Education', 'Animation & Modeling', 'Design & Illustration', 'Programming', 'Web Publishing', 'GameMaker', '2D', 'Indie', 'Tutorial', 'VR', '3D', 'Simulation', 'FPS', 'Sandbox', 'Audio Production', 'Video Production']",": 12,546",": 100,000 .. 200,000",nan
Laid-Back Camp - Virtual - Lake Motosu,"['VR', 'Anime', 'Story Rich', 'Cute', 'Nature', 'Atmospheric', '3D', 'Drama', 'Adventure', '6DOF', 'Visual Novel', 'Point & Click', 'Choose Your Own Adventure', 'Casual', 'Singleplayer', 'Female Protagonist', 'Psychological Horror', 'Relaxing', 'VR Only']",": 4,261",": 20,000 .. 50,000",nan
Disassembly VR,"['Simulation', 'Action', 'VR', 'Indie', 'Sandbox', 'Destruction', 'Puzzle', 'Physics', 'Realistic', 'Hidden Object', 'Shooter', 'Bullet Hell', ""Shoot 'Em Up"", 'Relaxing', 'Transportation', '6DOF', 'Building', 'Bullet Time', 'Driving', 'Flight', 'VR Only']",": 1,224",": 0 .. 20,000",: 0 new videos uploaded yesterday.
BAD DREAMS,"['Early Access', 'Action', 'Adventure', 'Action-Adventure', 'FPS', 'First-Person', 'Cinematic', 'Noir', 'Psychedelic', 'Realistic', 'Stylized', 'VR', '1980s', 'Demons', 'Horror', 'Survival Horror', 'Psychological Horror', 'Atmospheric', 'Lovecraftian', 'Dark', 'VR Only']",: 937,": 20,000 .. 50,000",: 2 new videos uploaded yesterday.
Tabletop Gods,"['Action', 'Strategy', 'Indie', 'VR', 'Multiplayer', 'Competitive', 'Fast-Paced', 'Arcade', 'Cartoony', 'Addictive', 'Tabletop', 'Colorful', 'Early Access', 'PvP', 'Real-Time', 'Top-Down', 'Zombies', 'Fantasy', 'Magic', 'Funny']",": 1,153",": 0 .. 20,000",: 0 new videos uploaded yesterday.
Fujii,"['VR', 'Casual', 'Exploration', 'Cute', 'Atmospheric', 'Nature', 'Family Friendly', 'Simulation', 'Cartoony', 'Colorful', 'Relaxing', 'Collectathon', 'Farming', 'Sandbox', 'Puzzle', 'Linear', 'Adventure', 'Singleplayer', 'Soundtrack', 'Open World', 'VR Only']",": 1,006",": 0 .. 20,000",nan
Tower Tag,"['VR', 'Arena Shooter', 'PvP', 'e-sports', 'Multiplayer', 'Shooter', 'Team-Based', 'Cyberpunk', 'Early Access', 'Sci-fi', 'Action', 'Atmospheric', 'Dark', 'Transhumanism', 'Sports', 'FPS', 'VR Only']",": 1,180",": 0 .. 20,000",: 0 new videos uploaded yesterday.
Nevrosa: Escape,"['Adventure', 'Indie', 'Action', 'Gore', 'Violent', 'Casual', 'Horror', 'VR', 'Puzzle', 'Story Rich', 'Great Soundtrack', 'Exploration', 'Demons', 'Soundtrack', 'Difficult', 'Cinematic', 'Lovecraftian', 'Escape Room', 'VR Only']",": 1,259",": 0 .. 20,000",nan
iB Cricket,"['VR', 'Sports', 'Casual', 'Simulation', 'Indie', 'e-sports', 'Singleplayer', 'Modern', 'Multiplayer', 'PvP', 'Early Access', 'Action', 'Baseball', 'Strategy', 'Free to Play', 'Realistic', 'Physics', 'Cricket', 'Competitive', '3D', 'VR Only']",: 277,": 0 .. 20,000",nan
McOsu,"['Rhythm', 'Free to Play', 'Anime', 'Music', 'VR', 'Indie', 'Difficult', 'Great Soundtrack', 'Singleplayer', 'Psychological Horror', 'Multiplayer', '2D', 'Sexual Content']",": 8,217",": 500,000 .. 1,000,000",: 2 new videos uploaded yesterday.
Escape First 2,"['Adventure', 'Puzzle', 'Casual', 'Co-op', 'Horror', 'VR', 'Exploration', 'Hidden Object', 'First-Person', '3D', 'Realistic', 'Psychological Horror', 'Investigation', 'Logic', 'Mystery', 'PvP', 'Multiplayer', 'Linear', 'Online Co-Op', 'Medieval']",: 865,": 20,000 .. 50,000",: 1 new videos uploaded yesterday.
Ironlights,"['Action', 'VR', 'Swordplay', 'PvP', 'Multiplayer', 'Medieval', 'Fighting', 'Physics', 'Class-Based', 'Character Customization', 'Martial Arts', 'VR Only']",: 615,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Chroma Lab,"['Simulation', 'Indie', 'Casual', 'VR', 'Physics', 'Sandbox', 'VR Only']",: 843,": 20,000 .. 50,000",nan
Cosmic Trip,"['VR', 'Singleplayer', 'FPS', 'Action RTS', 'Tower Defense', 'RTS', 'PvE', 'Strategy', 'Shooter', 'Action-Adventure', 'First-Person', '3D', 'Gun Customization', 'Resource Management', 'Action', 'Anime', 'Cartoony', 'Colorful', 'Sci-fi', 'Space', 'VR Only']",: 0,": 20,000 .. 50,000",: 0 new videos uploaded yesterday.
DIY MY LADY IN VR WORLD,"['Sexual Content', 'Nudity', 'Casual', 'VR', 'JRPG', 'Singleplayer', 'Relaxing', 'RPG', 'Simulation', 'Anime', '3D', 'NSFW', 'Software']",": 1,012",": 0 .. 20,000",nan
Federation77,"['Arena Shooter', 'Violent', 'Cyberpunk', 'Shooter', 'Crime', 'VR', 'Singleplayer', ""1990's"", 'Action', 'Adventure', 'Sports', 'Rhythm', 'Idler', 'Gore', 'Hero Shooter', 'Spectacle fighter', 'Indie', 'Combat', 'PvE', 'VR Only']",: 314,": 0 .. 20,000",nan
Kitten'd,"['Simulation', 'Casual', 'Adventure', 'VR', 'Family Friendly', 'Funny', 'Singleplayer', 'Arcade', 'Sandbox', 'Sci-fi', 'First-Person', 'Space', 'Indie', 'Physics', 'Memes', 'Time Management', 'Cats', 'Early Access', 'Psychological Horror']",": 1,077",": 0 .. 20,000",nan
BlazeRush,"['Racing', 'Indie', 'Action', 'Arcade', 'Local Multiplayer', '4 Player Local', 'Top-Down', 'Multiplayer', 'Shooter', 'Controller', 'Casual', 'VR', 'Isometric', 'Atmospheric', 'Futuristic', 'Driving', 'Singleplayer', 'Local Co-Op', 'Combat Racing', 'Online Co-Op']",": 3,281",": 100,000 .. 200,000",: 1 new videos uploaded yesterday.
Abode,"['Indie', 'VR', 'Puzzle', 'Adventure', 'Noir', 'Escape Room', 'VR Only']",: 715,": 50,000 .. 100,000",: 1 new videos uploaded yesterday.
Wraith: The Oblivion - Afterlife,"['Horror', 'VR', 'Adventure', 'Stealth', 'Psychological Horror', 'First-Person', 'Exploration', 'Singleplayer', 'VR Only']",": 1,959",": 0 .. 20,000",: 0 new videos uploaded yesterday.
Puppet Play 🎬,[],nan,": 0 .. 20,000",nan
Operation Armstrong,"['VR', 'Local Co-Op', 'Asymmetric VR', 'Co-op', 'Stealth', 'Indie', 'Action', 'Strategy', 'PvP', 'Multiplayer', 'Local Multiplayer', 'Controller', 'Top-Down', 'Online Co-Op', 'Party Game', 'Level Editor', 'Party', 'VR Only']",: 813,": 0 .. 20,000",nan
Crazy Kung Fu,"['Sports', '3D Fighter', 'Action', 'Boxing', 'Fighting', 'First-Person', '3D', 'Stylized', 'VR', 'Ninja', 'Simulation', 'Tactical', 'Score Attack', 'Physics', 'Singleplayer', 'Martial Arts', 'Early Access', 'VR Only']",: 246,": 0 .. 20,000",: 2 new videos uploaded yesterday.
FPV SkyDive : FPV Drone Simulator,"['Simulation', 'Free to Play', 'Flight', 'Sports', 'Racing', 'Multiplayer', 'Controller', 'First-Person', 'Adventure', 'Realistic', 'Casual', 'Physics', 'Online Co-Op', 'VR', 'Exploration', 'Open World', 'Parkour', 'Education', '3D', 'Singleplayer']",": 2,151",": 200,000 .. 500,000",nan
EXA: The Infinite Instrument,"['Indie', 'Audio Production', 'Casual', 'VR', 'Music', 'Singleplayer', 'Experimental', 'Sandbox', 'Replay Value', 'VR Only']",": 1,063",": 0 .. 20,000",nan
DragonRideVR,"['Action', 'Adventure', 'VR', 'Simulation', 'Dragons', 'Fantasy', 'Shooter', 'FPS', '3D', 'Underwater', 'Experience', 'Minigames', 'Flight', 'On-Rails Shooter', '6DOF', 'Character Customization', 'Choices Matter', 'Singleplayer', 'Realistic', 'Rhythm', 'VR Only']",: 335,": 0 .. 20,000",nan
Yupitergrad 🚀(Virtual Reality Adventure),"['Action', 'VR', 'Parkour', 'Replay Value', 'Adventure', 'First-Person', 'Indie', 'Platformer', 'Shooter', 'Simulation', 'FPS', 'Casual', 'Singleplayer', 'Atmospheric', 'Arcade', 'Sci-fi', 'Exploration', '3D Platformer', 'Alternate History', 'Cold War', 'VR Only']",: 724,": 0 .. 20,000",nan
DrumBeats VR,"['Early Access', 'Rhythm', 'Audio Production', 'Sports', 'VR', 'Simulation', 'Realistic', 'Singleplayer', 'Rock Music', 'Fast-Paced', 'Music', 'Bullet Hell', ""Shoot 'Em Up"", 'Spectacle fighter', '3D', 'Dark', 'Education', 'Martial Arts', '6DOF', ""Beat 'em up"", 'VR Only']",: 583,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Espire 1: VR Operative,"['Action', 'Adventure', 'VR', 'Violent', 'Stealth', 'Shooter', 'Singleplayer', 'Atmospheric', 'Sci-fi', 'FPS', 'Sandbox', 'First-Person', 'Cyberpunk', 'Military', 'Story Rich', 'Tactical', 'Nonlinear', 'Voice Control', 'Nudity', 'Free to Play', 'VR Only']",": 5,745",": 100,000 .. 200,000",: 0 new videos uploaded yesterday.
Afterlife VR,"['Horror', 'Adventure', 'VR', 'Zombies', 'Exploration', 'Psychological Horror', 'Fighting', 'Survival', 'FPS', 'Survival Horror', 'Action', 'First-Person', 'Realistic', 'Linear', 'Singleplayer', 'Atmospheric', 'Action-Adventure', 'Puzzle', 'Visual Novel', 'Immersive', 'VR Only']",": 2,185",": 0 .. 20,000",: 8 new videos uploaded yesterday.
GRID,"['Racing', 'Sports', 'Simulation', 'Action', 'Casual', 'Multiplayer', 'Arcade', 'Automobile Sim', 'Driving', 'Open World', 'Singleplayer', 'Split Screen', 'VR', 'Controller']",": 19,671",": 200,000 .. 500,000",: 50 new videos uploaded yesterday.
Police Response VR : Disturbance,"['Indie', 'Violent', 'Action', 'VR', 'Shooter', '3D', 'Early Access', 'RPG', 'Boxing', 'Singleplayer', 'Crime', 'Action RPG', 'Action-Adventure', 'Character Action Game', 'Strategy RPG', 'Tactical RPG', 'Combat', 'Casual', 'Simulation', 'Education', 'VR Only']",: 286,": 0 .. 20,000",nan
Absolute Territory,"['Indie', 'VR', 'Space Sim', 'Simulation', 'Space', 'Sci-fi', 'Flight', 'Action', 'Singleplayer', 'Level Editor', 'Shooter', 'Spaceships', 'Adventure', 'Old School', 'First-Person', 'Aliens', 'Military', 'Realistic']",: 324,": 0 .. 20,000",nan
House Flipper Pets VR,"['Early Access', 'Immersive Sim', 'Building', 'VR', 'Life Sim', 'Casual', 'Relaxing', 'Simulation', 'Nonlinear', 'Stylized', 'Dog', 'Family Friendly', 'Singleplayer', '3D', 'Destruction', 'Atmospheric', 'Indie', 'Cats', 'First-Person', 'Sandbox', 'VR Only']",: 458,": 0 .. 20,000",nan
Cubism,"['VR', 'Puzzle', 'Logic', 'Minimalist', 'Indie', 'Casual', 'Relaxing', 'Education', 'Atmospheric', 'Family Friendly', 'Building', 'Physics', 'Singleplayer', 'Colorful', 'Early Access', 'VR Only']",: 270,": 0 .. 20,000",: 2 new videos uploaded yesterday.
Loco Dojo,"['Action', 'VR', 'Indie', 'Casual', 'Multiplayer', 'Funny', 'Minigames', 'Competitive', 'Surreal', 'Comedy', 'Arcade', 'Cartoony', 'Colorful', '6DOF', 'Family Friendly', 'VR Only']",: 479,": 0 .. 20,000",nan
Zombie Town VR,"['VR', 'FPS', 'Cartoony', 'Cartoon', 'Casual', 'Indie', 'Singleplayer', 'Shooter', 'Zombies', 'First-Person', '3D Vision', 'Action', 'Adventure', 'Simulation', 'RPG', 'Violent', 'Nudity', 'VR Only']",: 310,": 20,000 .. 50,000",nan
The Dark Method,"['Action', 'Adventure', 'VR', 'Action-Adventure', 'Shooter', 'FPS', 'Hero Shooter', 'Horror', ""Shoot 'Em Up"", 'Atmospheric', 'Demons', 'Gothic', 'Lovecraftian', 'Investigation', 'Story Rich', 'Supernatural', 'Zombies', 'Singleplayer', 'Thriller', 'Early Access', 'VR Only']",: 160,": 0 .. 20,000",nan
Zombie Training Simulator,"['Action', 'VR', 'Zombies', 'FPS', 'Cartoony', 'Survival', 'Shooter', 'Singleplayer', 'Family Friendly', 'Indie', 'Experimental', 'Hunting', 'Sniper', 'Arena Shooter', 'Dystopian ', 'Military', ""Beat 'em up"", 'Comedy', 'Surreal', 'Hack and Slash', 'VR Only']",": 1,379",": 100,000 .. 200,000",nan
Star Shelter,"['VR', 'Open World Survival Craft', 'Local Co-Op', 'Rogue-lite', 'Procedural Generation', 'Base-Building', 'Exploration', 'Open World', 'FPS', 'Survival', 'Space', 'Crafting', 'Sandbox', 'Space Sim', 'RPG', 'Action', 'Simulation', 'Sci-fi', 'Adventure', 'Resource Management', 'VR Only']",": 3,961",": 0 .. 20,000",nan
Sword Reverie,"['Action', 'VR', 'Adventure', 'Anime', 'RPG', 'JRPG', 'Action RPG', 'Indie', 'Action-Adventure', 'Swordplay', 'Fantasy', 'Physics', 'Story Rich', 'Exploration', 'Magic', 'Hack and Slash', 'Early Access', 'Singleplayer', 'Kickstarter', 'Colorful', 'VR Only']",": 3,350",": 0 .. 20,000",: 0 new videos uploaded yesterday.
Boiling Steel,"['Action', 'Adventure', 'Shooter', 'Indie', 'Simulation', 'VR', 'FPS', 'Sci-fi', 'Singleplayer', 'First-Person', 'Sandbox', 'Physics', 'Horror', 'Parkour', 'Realistic', 'Gore', 'Puzzle', 'Great Soundtrack', 'Violent', '3D', 'VR Only']",": 1,755",": 20,000 .. 50,000",nan
Boiling Steel,"['Action', 'Adventure', 'Shooter', 'Indie', 'Simulation', 'VR', 'FPS', 'Sci-fi', 'Singleplayer', 'First-Person', 'Sandbox', 'Physics', 'Horror', 'Parkour', 'Realistic', 'Gore', 'Puzzle', 'Great Soundtrack', 'Violent', '3D', 'VR Only']",": 1,755",": 20,000 .. 50,000",nan
Timberman VR ,"['VR', 'Score Attack', 'Rhythm', 'Ninja', 'Arcade', 'Action', 'Casual', 'Fast-Paced', 'FPS', 'Singleplayer', 'Colorful', 'Clicker', '3D', 'Indie', 'Difficult', 'Funny', 'Online Co-Op', 'Cartoony', 'Comedy', 'First-Person', 'VR Only']",: 169,": 0 .. 20,000",nan
Orbital Strike VR,"['Sci-fi', 'Space', 'Simulation', 'VR', 'Flight', 'Online Co-Op', 'Multiplayer', 'Cinematic', 'Space Sim', 'Immersive Sim', 'Co-op Campaign', 'Real Time Tactics', 'Survival', 'Tactical', 'Co-op', 'Action', 'Combat', 'First-Person', 'Atmospheric', 'Story Rich', 'VR Only']",: 267,": 0 .. 20,000",nan
RFVR,"['Early Access', 'RPG', 'Adventure', 'Open World', 'VR', 'Multiplayer', 'Exploration', 'Magic', 'Action-Adventure', 'Swordplay', 'Tactical RPG', 'First-Person', 'Medieval', 'Archery', 'Atmospheric', 'Building', 'Cooking', 'Crafting', 'Mining', 'Fantasy', 'VR Only']",: 873,": 20,000 .. 50,000",: 1 new videos uploaded yesterday.
Windlands,"['VR', 'Adventure', 'Indie', 'Exploration', 'First-Person', 'Great Soundtrack', 'Replay Value', 'Platformer', 'Atmospheric', 'Singleplayer', 'Fantasy', 'Parkour', 'Early Access', 'Competitive', 'Open World', 'RPG', 'Racing']",": 12,606",": 50,000 .. 100,000",: 1 new videos uploaded yesterday.
"Wakamarina Valley, New Zealand","['Exploration', 'Realistic', 'Atmospheric', 'Walking Simulator', 'Nature', 'VR', 'Casual', 'Simulation', 'Singleplayer', 'Adventure', 'Indie', 'Strategy']",": 1,143",": 0 .. 20,000",nan
Zombie Buster VR,"['Action', 'VR', 'Zombies', 'VR Only']",: 238,": 0 .. 20,000",nan
The Gallery - Episode 2: Heart of the Emberstone,"['Adventure', 'Indie', 'Casual', 'VR', 'Story Rich', 'Puzzle', 'Atmospheric', 'First-Person', 'Great Soundtrack', '1980s', 'VR Only']",": 2,952",": 0 .. 20,000",nan
A Rogue Escape,"['VR', 'Exploration', 'Singleplayer', 'Simulation', 'First-Person', 'Steampunk', 'Atmospheric', 'Adventure', 'Puzzle', 'Cinematic', 'Immersive', 'Logic', 'Sci-fi', 'VR Only']",: 535,": 0 .. 20,000",nan
Final Approach,"['VR', 'Strategy', 'Casual', 'Indie', 'Simulation', 'Action', 'VR Only']",": 2,791",": 20,000 .. 50,000",: 4 new videos uploaded yesterday.
Seeking Dawn,"['Adventure', 'Indie', 'VR', 'Survival', 'Co-op', 'Multiplayer', 'VR Only']",": 11,491",": 20,000 .. 50,000",nan
VR GirlFriend,"['Sexual Content', 'VR', 'Nudity', 'Casual', 'RPG', 'Mature']",": 4,494",": 0 .. 20,000",: 0 new videos uploaded yesterday.
Modbox,"['Moddable', 'Sandbox', 'Physics', 'Multiplayer', 'Programming', 'Simulation', 'VR', 'Indie', 'Early Access', 'Singleplayer', 'Building', 'Open World', 'Action', 'First-Person', 'Experimental', 'FPS', '3D', 'Split Screen', 'Third Person', 'Free to Play']",": 4,307",": 200,000 .. 500,000",nan
