game_name,tags,followers,oweners,num_ytube_vids(one_day)
Fields of Battle,"['Action', 'Sports', 'VR', 'FPS', 'Shooter']",: 550,": 20,000 .. 50,000",: 2 new videos uploaded yesterday.
Alpha Mike Foxtrot VR - AMF VR,"['Action', 'Indie', 'Simulation', 'Violent', 'FPS', 'VR', 'Early Access', 'VR Only']",: 635,": 0 .. 20,000",nan
SYMMETRY alpha,"['Free to Play', 'Design & Illustration', 'VR', 'VR Only']",: 454,": 20,000 .. 50,000",nan
Jamie's Toy Box,"['VR', 'Atmospheric', 'Casual', 'Building', 'LEGO', 'Simulation', 'Interactive Fiction', 'Abstract', 'Family Friendly', 'Life Sim', 'Immersive Sim', 'Magic', 'Colorful', 'Physics', 'Cute', 'Sandbox', 'First-Person', 'Utilities', 'Moddable', 'Space', 'VR Only']",: 260,": 20,000 .. 50,000",nan
Space Bit Attack,"['Action', 'Indie', 'VR', 'VR Only']",: 178,": 0 .. 20,000",nan
Evil Tag,"['Action', 'Indie', 'Horror', 'Multiplayer', 'Co-op', 'Racing', 'Funny', 'Psychological Horror', 'Survival Horror', 'Online Co-Op', 'Software', 'MMORPG', 'e-sports', '3D Platformer', 'VR', 'Anime', 'Memes', 'PvP', 'Soundtrack', 'Hardware']",: 630,": 50,000 .. 100,000",: 3 new videos uploaded yesterday.
Mona Lisa: Beyond The Glass,"['Education', 'VR', 'VR Only']",: 232,": 0 .. 20,000",nan
Sheaf - Together EP,"['Indie', 'VR', 'VR Only']",: 271,": 20,000 .. 50,000",nan
Jamie's Toy Box,"['VR', 'Atmospheric', 'Casual', 'Building', 'LEGO', 'Simulation', 'Interactive Fiction', 'Abstract', 'Family Friendly', 'Life Sim', 'Immersive Sim', 'Magic', 'Colorful', 'Physics', 'Cute', 'Sandbox', 'First-Person', 'Utilities', 'Moddable', 'Space', 'VR Only']",: 260,": 20,000 .. 50,000",nan
Arcane,"['Action', 'VR', 'VR Only']",: 398,": 0 .. 20,000",nan
Proton Pulse,"['Indie', 'VR', 'VR Only']",: 120,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Buzz Aldrin: Cycling Pathways to Mars,"['Education', 'VR', 'VR Only']",: 555,": 0 .. 20,000",nan
Tainted Fate,"['Action', 'Indie', 'Gore', 'Violent', 'Adventure', 'VR', 'Early Access', 'Horror', 'Funny', 'VR Only']",: 278,": 0 .. 20,000",nan
Child of the Wind,"['Casual', 'Strategy', 'Action', 'Indie', 'VR', 'VR Only']",: 322,": 0 .. 20,000",nan
Astral Slider,[],nan,": 0 .. 20,000",nan
Quick Draw,"['Action', 'VR', 'VR Only']",: 271,": 0 .. 20,000",: 5 new videos uploaded yesterday.
Eggs Catcher VR,"['VR', 'Casual', 'Comedy', 'Farming Sim', 'Old School', 'Arcade', '3D Platformer', '3D', 'Minimalist', 'Cartoony', 'Cartoon', 'First-Person', 'Stylized', 'Colorful', 'Agriculture', 'Bullet Time', 'Simulation', 'Physics', 'Singleplayer', 'Free to Play', 'VR Only']",: 157,": 0 .. 20,000",nan
DEADLOCK,"['Early Access', 'VR', 'VR Only']",: 155,": 0 .. 20,000",: 8 new videos uploaded yesterday.
The Haunted Graveyard,"['Adventure', 'Casual', 'VR', 'VR Only']",: 150,": 20,000 .. 50,000",nan
Great Pyramid VR,"['Education', 'VR', 'VR Only']",: 200,": 0 .. 20,000",nan
Kairo,"['Puzzle', 'Exploration', 'Indie', 'Atmospheric', 'First-Person', 'Abstract', 'Surreal', 'Adventure', 'Singleplayer', 'Mystery', 'Walking Simulator', 'VR', 'Horror', 'Minimalist', 'Story Rich']",": 3,493",": 100,000 .. 200,000",: 1 new videos uploaded yesterday.
DWVR,"['Action', 'Indie', 'VR', 'VR Only']",: 355,": 0 .. 20,000",nan
The Unwelcomed,"['Indie', 'Casual', 'Simulation', 'VR', 'Puzzle', 'Horror', 'Escape Room']",: 0,": 0 .. 20,000",nan
VeeR VR:VR Video and Movie Platform,"['Utilities', 'Video Production', 'Game Development', 'Design & Illustration', 'Animation & Modeling', 'Web Publishing', 'Photo Editing', 'Audio Production', 'Education', 'Software Training', 'VR', 'VR Only']",": 1,323",": 50,000 .. 100,000",nan
VR Shooter Guns,"['Action', 'Indie', 'VR', 'FPS', 'VR Only']",: 400,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Biathlon Battle VR,"['Sports', 'Simulation', 'Indie', 'Racing', 'VR', 'Competitive', 'Singleplayer', 'Experimental', 'VR Only']",: 164,": 0 .. 20,000",nan
Overboard,"['Action', 'Indie', 'Gore', 'Free to Play', 'VR', 'VR Only']",: 50,": 0 .. 20,000",: 3 new videos uploaded yesterday.
Unknown Fate,"['Adventure', 'Indie', 'VR', 'Story Rich', 'Puzzle']",": 1,300",": 0 .. 20,000",nan
Hive Slayer,"['Free to Play', 'Action', 'Indie', 'VR', 'FPS', 'Sci-fi', 'Aliens', 'Space', 'Arcade', 'VR Only']",: 133,": 20,000 .. 50,000",nan
IKAROS,"['Free to Play', 'Adventure', 'Indie', 'VR', 'Puzzle', 'VR Only']",: 655,": 20,000 .. 50,000",: 2 new videos uploaded yesterday.
V ARRR,"['Action', 'Adventure', 'Indie', 'Simulation', 'VR', 'Pirates', 'VR Only']",: 503,": 0 .. 20,000",nan
AstroBlast VR,"['Indie', 'Casual', 'VR', 'VR Only']",: 97,": 0 .. 20,000",nan
CINEVEO - VR Cinema,"['Simulation', 'VR', 'First-Person', 'Multiplayer', 'Cinematic', 'Exploration', 'Atmospheric', 'Singleplayer', 'Movie', 'Casual']",": 1,200",": 20,000 .. 50,000",nan
#SelfieTennis,"['Tennis', 'Sports', 'Indie', 'VR', 'Memes', 'VR Only']",: 538,": 0 .. 20,000",nan
CDF Starfighter VR,"['Simulation', 'Action', 'Adventure', 'Indie', 'Casual', 'VR', 'Space', 'Sci-fi', 'Aliens', 'Early Access']",": 2,116",": 0 .. 20,000",nan
VR Battle Grid,"['Free to Play', 'Action', 'Indie', 'Casual', 'Strategy', 'Simulation', 'VR', 'VR Only']",: 344,": 20,000 .. 50,000",: 0 new videos uploaded yesterday.
Cartoon Network Journeys VR,"['Adventure', 'Action', 'Indie', 'RPG', 'Casual', 'VR', 'Free to Play', 'VR Only']",: 548,": 0 .. 20,000",nan
Rhythm Defender,"['Action', 'Indie', 'Early Access', 'Casual', 'Sports', 'Music', 'VR', 'VR Only']",: 50,": 0 .. 20,000",nan
Viral EX,"['Action', 'Indie', 'VR', 'VR Only']",: 115,": 0 .. 20,000",: 12 new videos uploaded yesterday.
Relativity,"['Action', 'Adventure', 'Indie', 'VR', 'VR Only']",: 133,": 0 .. 20,000",: 1 new videos uploaded yesterday.
Voronium - Locust Sols,"['Indie', 'Strategy', 'Action', 'Tower Defense', 'VR', 'VR Only']",: 208,": 0 .. 20,000",nan
CAEDES,"['Action', 'Shooter', 'FPS', 'VR', 'Co-op', 'Multiplayer', '3D', 'First-Person', 'Realistic', 'Atmospheric', 'Dark', 'Military', 'Stealth', 'Survival', 'Bullet Time', 'Combat', 'Physics', 'PvE', 'Singleplayer', 'Adventure', 'VR Only']",: 264,": 0 .. 20,000",: 1 new videos uploaded yesterday.
Albino Lullaby: Episode 1,"['Adventure', 'Indie', 'Horror', 'Action', 'Surreal', 'Atmospheric', 'VR', 'Psychological Horror', 'Singleplayer', 'First-Person']",": 3,265",": 50,000 .. 100,000",nan
Magic Realm: Online,"['Action', 'Indie', 'VR', 'VR Only']",: 597,": 0 .. 20,000",nan
Lop Nor Zombie VR (HTC Vive),"['Action', 'Adventure', 'VR', 'Zombies', 'VR Only']",: 165,": 0 .. 20,000",nan
Scrap Attack VR,"['Action', 'Indie', 'Casual', 'VR', 'Singleplayer', 'Arcade', 'Shooter', 'VR Only']",: 93,": 0 .. 20,000",nan
Pararea--Social VR for Everyone (Beta),"['Free to Play', 'Casual', 'VR', 'Massively Multiplayer', 'Early Access', 'Sports', 'RPG', 'Multiplayer', 'MOBA', 'Anime', 'VR Only']",": 1,197",": 50,000 .. 100,000",nan
Guard of Wonderland VR,"['Adventure', 'VR', 'Indie', 'Female Protagonist', 'Based On A Novel', 'Visual Novel', 'Mystery', 'Dark', 'VR Only']",: 137,": 0 .. 20,000",nan
Don't Get Hit In The Face,"['Action', 'Indie', 'VR', 'VR Only']",: 102,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Puppy Chef Academy,"['Indie', 'Casual', 'Simulation', 'VR', 'Atmospheric', 'Adventure', 'Education', 'Visual Novel', 'First-Person', 'Funny', 'Singleplayer', 'Cartoony', 'Family Friendly', 'Comedy', 'Cartoon', 'VR Only']",: 160,": 0 .. 20,000",nan
Don't Get Hit In The Face,"['Action', 'Indie', 'VR', 'VR Only']",: 102,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Kairo,"['Puzzle', 'Exploration', 'Indie', 'Atmospheric', 'First-Person', 'Abstract', 'Surreal', 'Adventure', 'Singleplayer', 'Mystery', 'Walking Simulator', 'VR', 'Horror', 'Minimalist', 'Story Rich']",": 3,493",": 100,000 .. 200,000",: 1 new videos uploaded yesterday.
Covert Syndrome,"['Free to Play', 'Action', 'VR', 'Violent', 'Indie', 'Casual', 'FPS', 'Multiplayer', 'VR Only']",: 0,": 20,000 .. 50,000",nan
Albino Lullaby: Episode 1,"['Adventure', 'Indie', 'Horror', 'Action', 'Surreal', 'Atmospheric', 'VR', 'Psychological Horror', 'Singleplayer', 'First-Person']",": 3,265",": 50,000 .. 100,000",nan
Pumpkin SculptrVR,"['Indie', 'VR']",: 139,": 0 .. 20,000",nan
Edmersiv,"['Education', 'VR']",: 230,": 0 .. 20,000",nan
Delila's Gift,"['Indie', 'VR', 'VR Only']",: 79,": 0 .. 20,000",nan
Puppet Blaster,"['Action', 'VR', 'VR Only']",: 65,": 0 .. 20,000",nan
Cures & Curios,"['Casual', 'VR', 'VR Only']",: 66,": 0 .. 20,000",nan
Hide & Spook: The Haunted Alchemist,"['Action', 'VR', 'Asymmetric VR']",: 256,": 0 .. 20,000",nan
Kitten Cannon,"['Casual', 'VR', 'VR Only']",: 148,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Experience: Colorblindness,"['Simulation', 'VR', 'VR Only']",: 159,": 0 .. 20,000",nan
VR RHYTHM ACTION SEIYA,"['Action', 'Indie', 'Casual', 'Sports', 'VR', 'Music', 'Rhythm', 'VR Only']",: 325,": 0 .. 20,000",nan
Time Travelling Navy Seal Ninja Warrior,"['Action', 'Indie', 'Adventure', 'VR', 'VR Only']",: 62,": 0 .. 20,000",nan
CasinoXR,"['Simulation', 'Sports', 'Strategy', 'Indie', 'Casual', 'VR', 'Gambling', 'VR Only']",: 141,": 0 .. 20,000",nan
Caretaker Sacrifice,"['Action', 'Adventure', 'Indie', 'Early Access', '6DOF', 'VR', 'Horror', 'Psychological Horror', 'Survival Horror']",: 305,": 0 .. 20,000",nan
Blanket Heavy With Nightmares,"['Adventure', 'VR', 'Horror']",: 106,": 0 .. 20,000",nan
Ropes And Dragons VR,"['Indie', 'Action', 'Adventure', 'VR', 'VR Only']",: 191,": 20,000 .. 50,000",nan
Unearthing Mars 2: The Ancient War,"['Action', 'VR', 'FPS', 'Sci-fi', 'Singleplayer', 'Mars', 'VR Only']",: 328,": 0 .. 20,000",nan
Arena: Blood on the Sand VR,"['Action', 'Indie', 'Simulation', 'Swordplay', 'Arena Shooter', 'Controller', 'VR', 'VR Only']",: 120,": 50,000 .. 100,000",nan
Sophie's Guardian,"['Free to Play', 'Action', 'Indie', 'Local Multiplayer', 'Horror', 'VR', 'Survival Horror', 'Asymmetric VR', 'VR Only']",: 806,": 0 .. 20,000",nan
Lucky Night: Texas Hold'em VR,"['Free to Play', 'Casual', 'VR', 'VR Only']",: 946,": 100,000 .. 200,000",nan
TITAN SLAYER Ⅱ,"['Action', 'Gore', 'VR', 'Shooter', 'Early Access', 'VR Only']",: 944,": 0 .. 20,000",nan
PaintLab,"['Design & Illustration', 'Animation & Modeling', 'VR', 'VR Only']",: 768,": 0 .. 20,000",nan
The Wire,"['Casual', 'Simulation', 'VR', 'Free to Play', 'VR Only']",: 218,": 0 .. 20,000",: 13 new videos uploaded yesterday.
Don't Let Go!,"['Indie', 'VR', 'VR Only']",: 267,": 0 .. 20,000",nan
Woeful Woebots,"['Action', 'Indie', 'Casual', 'VR', 'FPS', 'Shooter', 'Fighting', 'Cartoony', 'Stylized', ""Shoot 'Em Up"", 'Futuristic', 'Arena Shooter', 'Robots', 'VR Only']",: 0,": 0 .. 20,000",nan
RPG Merchant,"['Simulation', 'VR', 'Fantasy', 'Funny', 'Medieval', 'RPG', 'VR Only']",: 146,": 0 .. 20,000",nan
Russian VR Coasters,"['Action', 'Simulation', 'Indie', 'Casual', 'VR', 'VR Only']",: 0,": 0 .. 20,000",nan
Key Of Impasse,"['Strategy', 'Indie', 'Casual', 'VR', 'VR Only']",: 437,": 0 .. 20,000",nan
Beat the Beat Up!,[],nan,": 0 .. 20,000",nan
Fisticubes - One Button Boxing!,"['3D Platformer', ""Beat 'em up"", 'Boxing', 'PvE', 'PvP', '3D Fighter', 'Arcade', '3D', 'Comic Book', 'First-Person', 'Top-Down', 'VR', 'Casual', 'Funny', 'Action', 'Cartoony', 'Colorful', 'Minimalist', 'Family Friendly', 'Artificial Intelligence']",: 36,": 0 .. 20,000",nan
Cartridge Monsters,"['RPG', 'VR', 'Turn-Based Combat', 'Party-Based RPG', 'Dungeon Crawler', 'Turn-Based Strategy', 'Dark Fantasy', 'Adventure', 'Destruction', 'Demons', 'Strategy', 'Tactical RPG', 'Turn-Based Tactics', 'Singleplayer', '3D', 'Colorful', 'First-Person', 'Stylized', 'Text-Based', 'Atmospheric', 'VR Only']",: 149,": 20,000 .. 50,000",nan
Dead Herring VR,"['Adventure', 'Visual Novel', 'Exploration', 'Immersive Sim', 'Hidden Object', '3D', 'First-Person', 'Cinematic', 'Realistic', 'VR', 'Education', 'Atmospheric', 'Dark Humor', 'Detective', 'Drama', 'Dark', 'Emotional', 'Dark Comedy', 'Science', '6DOF', 'VR Only']",: 82,": 20,000 .. 50,000",nan
CyberDrifter,"['Indie', 'Early Access', 'Action', 'VR', 'Cyberpunk', 'Singleplayer', 'Gaming', 'Retro', 'Sci-fi', 'First-Person', 'Shooter', 'Arcade', 'FPS', 'Stylized', ""Shoot 'Em Up"", 'Abstract', 'Dark Fantasy', 'Bullet Hell', 'Score Attack', 'Robots', 'VR Only']",: 367,": 0 .. 20,000",nan
Ludicrous Speed,"['Indie', 'Action', 'Racing', 'VR', 'Runner', 'Arcade', 'Psychedelic', 'Fast-Paced', 'Addictive', 'Difficult', 'Singleplayer', 'Parkour', 'Free to Play', 'Minimalist', 'First-Person', 'Procedural Generation', 'Score Attack', 'Soundtrack', 'Great Soundtrack', 'Early Access', 'VR Only']",: 203,": 0 .. 20,000",: 1 new videos uploaded yesterday.
Deadly Daycare VR,"['Free to Play', 'VR', 'Singleplayer', 'Time Management', 'Puzzle', 'Sandbox', 'Physics', 'Casual', 'Management', 'Early Access', 'Artificial Intelligence', 'Simulation', 'Life Sim', 'Arcade', 'First-Person', 'Medieval', '3D', 'Cute', 'Lovecraftian', 'Cartoony', 'VR Only']",: 232,": 50,000 .. 100,000",nan
ABE VR,"['Adventure', 'VR', 'Horror', 'Free to Play', 'Psychological Horror', 'VR Only']",: 887,": 50,000 .. 100,000",nan
The Moonlight Circus,[],nan,": 0 .. 20,000",nan
Light Tracer (VR & NON-VR),"['Action', 'Adventure', 'Indie', 'VR', 'Anime']",: 455,": 0 .. 20,000",nan
Kongfusion,"['VR', 'Rhythm', 'Casual', 'Martial Arts', 'Action', 'Indie', 'First-Person', 'Combat', 'Singleplayer', ""Beat 'em up"", 'Sports', 'e-sports', 'Fighting', '3D Fighter', '3D', 'Futuristic', 'Ninja', 'Sci-fi', 'Swordplay', 'Hack and Slash', 'VR Only']",: 106,": 0 .. 20,000",nan
Cyphers Game VR,[],nan,": 0 .. 20,000",nan
Inhumanus,"['Action', 'Adventure', 'VR', 'VR Only']",: 204,": 0 .. 20,000",nan
RPG Merchant,"['Simulation', 'VR', 'Fantasy', 'Funny', 'Medieval', 'RPG', 'VR Only']",: 146,": 0 .. 20,000",nan
BARRAGE / 铁幕,"['Action', 'Indie', 'VR', 'Shooter', 'VR Only']",: 363,": 20,000 .. 50,000",nan
Google Spotlight Stories: Rain or Shine,"['Free to Play', 'Adventure', 'VR', 'VR Only']",: 473,": 20,000 .. 50,000",nan
International Space Station Tour VR,"['Indie', 'Casual', 'VR', 'Free to Play', 'VR Only']",: 497,": 20,000 .. 50,000",nan
Child Of Ault,"['Action', 'Adventure', 'VR', 'Casual', 'Sports', 'Fantasy', 'Shooter', 'First-Person', 'Cartoon', 'Archery', 'VR Only']",: 592,": 0 .. 20,000",nan
The Moonlight Circus,[],nan,": 0 .. 20,000",nan
Light of Mine,"['Adventure', 'Indie', 'Action', 'RPG', 'Simulation', 'VR']",: 135,": 0 .. 20,000",: 1 new videos uploaded yesterday.
CloudBound,"['Adventure', 'Early Access', 'Casual', 'Action', 'Indie', 'VR', 'VR Only']",: 245,": 0 .. 20,000",nan
Lodestone -  The crazy cave adventures of mad Stony Tony and his encounter with the exploding rolling stones,"['Free to Play', 'Action', 'Indie', 'Adventure', 'Violent', 'VR', 'VR Only']",: 258,": 0 .. 20,000",nan
Dead Ground Arcade,"['Gore', 'Violent', 'Action', 'VR', 'Zombies', 'Shooter', 'VR Only']",: 248,": 0 .. 20,000",nan
Cyphers Game VR,[],nan,": 0 .. 20,000",nan
ABE VR,"['Adventure', 'VR', 'Horror', 'Free to Play', 'Psychological Horror', 'VR Only']",: 887,": 50,000 .. 100,000",nan
RAYGUN COMMANDO VR,"['Free to Play', 'Indie', 'Casual', 'VR', 'Shooter', 'VR Only']",: 339,": 20,000 .. 50,000",nan
Please State Your Name : A VR Animated Film,"['Adventure', 'Free to Play', 'Casual', 'VR', 'Story Rich', 'Sci-fi', 'VR Only']",: 269,": 0 .. 20,000",nan
Dodge the Wall!,"['Free to Play', 'Indie', 'Early Access', 'Casual', 'VR', 'Local Multiplayer', 'VR Only']",: 212,": 20,000 .. 50,000",nan
DownStream: VR Whitewater Kayaking,"['Sports', 'Simulation', 'Action', 'Indie', 'Racing', 'VR', 'VR Only']",: 319,": 0 .. 20,000",nan
Google Spotlight Stories: Age of Sail,"['Free to Play', 'Adventure', 'VR', 'VR Only']",": 1,509",": 50,000 .. 100,000",nan
Show Must Go On,"['Casual', 'Indie', 'Music', 'VR', 'VR Only']",: 297,": 20,000 .. 50,000",: 3 new videos uploaded yesterday.
Agence,"['Artificial Intelligence', 'VR', 'Simulation', 'Multiple Endings', 'Experimental', 'Interactive Fiction', 'Immersive Sim', 'Cinematic', '3D', 'Singleplayer', 'Space', 'Stylized', 'Philosophical', 'Minimalist', 'Futuristic', 'Physics', 'Replay Value', 'Puzzle', 'Short', '2D']",: 129,": 0 .. 20,000",: 3 new videos uploaded yesterday.
Constricted VR,"['Strategy', 'Indie', 'Simulation', 'VR', 'Escape Room', 'Free to Play', 'VR Only']",: 90,": 0 .. 20,000",nan
The Path of Greatest Resistance,"['Action', 'VR', 'VR Only']",: 363,": 0 .. 20,000",nan
Where Thoughts Go,"['Casual', 'Indie', 'VR', 'VR Only']",: 332,": 0 .. 20,000",nan
VR Shooting Range: Multiple Weapons,"['Casual', 'Sports', 'Shooter', 'FPS', 'First-Person', 'VR', 'Singleplayer', 'VR Only']",: 104,": 50,000 .. 100,000",nan
Harvest Simulator VR,"['Simulation', 'VR', 'VR Only']",: 286,": 0 .. 20,000",nan
Freefall,"['Indie', 'Early Access', 'Casual', 'Action', 'VR', 'Score Attack', 'Procedural Generation', 'Stylized', 'Atmospheric', 'Minimalist', 'Arcade', 'Psychedelic', 'Puzzle', 'Music', 'Difficult', 'Fast-Paced', 'Colorful', 'Bullet Hell', 'Relaxing', 'Controller']",: 250,": 0 .. 20,000",: 3 new videos uploaded yesterday.
The Impossible Travel Agency,"['Casual', 'VR', 'VR Only']",: 0,": 20,000 .. 50,000",nan
Magician's Gambit,"['Casual', 'Indie', 'Early Access', 'Strategy', 'VR', 'VR Only']",: 170,": 0 .. 20,000",nan
Reborn VR,[],nan,": 0 .. 20,000",nan
Krusenstern: A Stellar Sail,[],nan,": 0 .. 20,000",nan
DreamBack VR,"['VR', 'Indie', 'Horror', 'Survival Horror', 'Psychological', 'Psychological Horror', 'Dark', 'Singleplayer', 'First-Person', 'Physics', 'Atmospheric', 'Exploration', 'Adventure', 'Narration', 'Story Rich', 'Puzzle', 'Hidden Object', 'Realistic', 'Gore', 'Violent', 'VR Only']",: 217,": 20,000 .. 50,000",nan
Half-Life 2: VR Mod,[],nan,": 0 .. 20,000",nan
RETNE,"['Free to Play', 'Adventure', 'Casual', 'RPG', 'VR', 'Family Friendly', 'Puzzle', 'Short', 'Comedy', 'VR Only']",: 505,": 0 .. 20,000",nan
Mars Flight VR,"['Simulation', 'Racing', 'VR', 'Early Access', 'Physics', 'Singleplayer', 'Time Attack', 'Science', 'Space Sim', 'VR Only']",: 151,": 0 .. 20,000",nan
The 18th Floor,"['Puzzle-Platformer', 'Immersive Sim', 'Dungeon Crawler', 'Puzzle', 'Underground', 'Detective', 'Strategy', 'RPG', 'VR', '360 Video', '3D', '3D Vision', 'FMV', 'Trains', 'Mystery', 'Thriller', 'Crime', 'First-Person', 'Psychological Horror', 'Horror', 'VR Only']",: 541,": 100,000 .. 200,000",nan
Everything Must Fall,"['Indie', 'Action', 'Early Access', 'Adventure', 'VR', 'VR Only']",: 117,": 0 .. 20,000",nan
Gates Of Nowhere,"['Gore', 'Violent', 'Action', 'Adventure', 'VR', 'Horror', 'Fantasy', 'Early Access', 'Dark Fantasy', 'Action-Adventure', 'VR Only']",": 1,001",": 0 .. 20,000",nan
SKYBOX VR Video Player,"['Video Production', 'VR', 'VR Only']",": 3,542",": 50,000 .. 100,000",nan
Lost in the Rift - Reborn,"['Adventure', 'Indie', 'Violent', 'VR', 'Horror', 'VR Only']",: 0,": 0 .. 20,000",nan
Anime show 动漫时装秀,"['Nudity', 'Sexual Content', 'Simulation', 'Anime', 'Mature', 'VR', 'Indie', 'Casual', 'Adventure', 'Dating Sim', 'Cute', 'Singleplayer', 'Psychological Horror', 'Experience', 'First-Person', 'Fantasy', 'Action', 'Great Soundtrack', 'Horror', 'Narration', 'VR Only']",": 2,247",": 0 .. 20,000",nan
Escape Bloody Mary,"['Adventure', 'Indie', 'Simulation', 'Horror', 'VR', 'VR Only']",: 310,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Moonatees,"['Indie', 'Simulation', 'VR', 'VR Only']",: 87,": 0 .. 20,000",nan
Angelus Brand VR Experience,"['Free to Play', 'Indie', 'VR', 'VR Only']",: 149,": 20,000 .. 50,000",nan
Gunship Battle2 VR: Steam Edition,"['Simulation', 'Action', 'VR', 'VR Only']",: 263,": 0 .. 20,000",nan
BATTLESCAR: Punk Was Invented By Girls,"['Immersive', 'Singleplayer', 'VR', '6DOF', 'Cinematic', 'Interactive Fiction', 'Alternate History', 'Dark Comedy', 'Narration', 'Underground', 'Colorful', 'Cartoon', 'Casual', 'Rhythm', 'Atmospheric', 'Adventure', 'Visual Novel', 'Motorbike', 'Exploration', 'Dynamic Narration', 'VR Only']",: 163,": 0 .. 20,000",nan
ObserVRtarium,"['Early Access', 'Simulation', 'VR', 'VR Only']",: 0,": 0 .. 20,000",nan
Kokoda VR,"['Free to Play', 'Simulation', 'VR', 'Historical', 'VR Only']",: 443,": 20,000 .. 50,000",nan
The Curious Study of Dr. Blackwood:  A VR Tech Demo,"['Free to Play', 'Adventure', 'VR', 'VR Only']",: 243,": 0 .. 20,000",nan
Oval,"['Action', 'Indie', 'VR', 'VR Only']",: 235,": 0 .. 20,000",: 3 new videos uploaded yesterday.
SightLineVR,"['Adventure', 'Action', 'VR', 'VR Only']",: 191,": 0 .. 20,000",nan
Chambered,"['Action', 'Indie', 'VR', 'VR Only']",: 112,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Google Spotlight Stories: Back to the Moon,"['Free to Play', 'Adventure', 'VR', 'VR Only']",: 579,": 0 .. 20,000",nan
The Corridor: On Behalf Of The Dead,"['Horror', 'Investigation', 'Mystery Dungeon', 'Survival Horror', 'Exploration', 'Hidden Object', 'Survival', 'Experimental', 'Action-Adventure', 'Silent Protagonist', '3D Vision', 'VR', 'First-Person', 'Detective', 'Lore-Rich', 'Transhumanism', 'Cold War', 'Cyberpunk', 'Mechs', 'Post-apocalyptic']",: 279,": 200,000 .. 500,000",nan
Home - A VR Spacewalk,"['Adventure', 'Action', 'VR', 'Space', 'VR Only']",": 1,250",": 100,000 .. 200,000",nan
SKYBOX VR Video Player,"['Video Production', 'VR', 'VR Only']",": 3,542",": 50,000 .. 100,000",nan
Arca's Path VR,"['Casual', 'Adventure', 'VR', 'VR Only']",: 358,": 0 .. 20,000",nan
The Sniper VR,"['Action', 'Simulation', 'Strategy', 'VR', 'Indie', 'Action-Adventure', 'Sniper', 'Wargame', 'VR Only']",: 296,": 0 .. 20,000",: 4 new videos uploaded yesterday.
The Night The Carsons Disappeared,"['Indie', 'VR', 'Horror', 'Casual', 'Atmospheric', 'Psychological Horror', 'VR Only']",: 160,": 0 .. 20,000",nan
Apex Construct,"['Action', 'Adventure', 'VR', 'Singleplayer', 'Sci-fi', 'Archery', 'VR Only']",": 6,483",": 0 .. 20,000",: 1 new videos uploaded yesterday.
Metal Assault,"['Action', 'Adventure', 'Indie', 'Gore', 'Violent', 'Strategy', 'RPG', 'VR', 'FPS', 'VR Only']",: 299,": 0 .. 20,000",nan
Boiling Steel: Preface,"['Free to Play', 'Action', 'Adventure', 'VR', 'FPS', 'Singleplayer', 'Indie', 'VR Only']",: 824,": 20,000 .. 50,000",nan
Kanova,"['Early Access', 'Animation & Modeling', 'VR', 'Design & Illustration']",": 1,047",": 20,000 .. 50,000",nan
THE KNIGHT OF QUEEN,"['RPG', 'Indie', 'Casual', 'JRPG', 'VR', 'Turn-Based', 'Old School', 'VR Only']",: 39,": 0 .. 20,000",nan
Special Delivery,"['Action', 'Indie', 'Casual', 'Simulation', 'VR', 'Family Friendly', 'VR Only']",: 0,": 0 .. 20,000",: 18 new videos uploaded yesterday.
Football Nation VR Tournament 2018,"['Indie', 'Casual', 'Sports', 'Multiplayer', 'VR', 'Football (Soccer)', 'Funny', 'Addictive', 'VR Only']",: 367,": 0 .. 20,000",nan
Escape Room,"['Adventure', 'VR', 'Escape Room', 'VR Only']",: 103,": 0 .. 20,000",nan
Mosh Pit Simulator,"['Indie', 'Simulation', 'Nudity', 'Violent', 'Sandbox', 'Physics', 'Funny', 'Destruction', 'VR', 'VR Only']",: 471,": 0 .. 20,000",nan
MOON BASE,"['Simulation', 'VR', 'Casual', 'Space', 'Futuristic', '6DOF', 'Singleplayer', 'Free to Play', 'VR Only']",: 651,": 0 .. 20,000",: 1 new videos uploaded yesterday.
KONGFU VR,[],nan,": 0 .. 20,000",nan
Mighty Monster Mayhem,"['Action', 'Adventure', 'Casual', 'Simulation', 'VR', 'VR Only']",: 218,": 0 .. 20,000",nan
Puzzle Island VR,"['Casual', 'Puzzle', 'VR', 'Physics', 'Adventure', 'Indie', 'Early Access', 'Music', 'Relaxing', 'Great Soundtrack', 'Exploration', 'First-Person', 'Atmospheric', 'Singleplayer', 'Family Friendly', 'VR Only']",: 129,": 0 .. 20,000",nan
Close Encounter VR,"['Adventure', 'Casual', 'VR', 'Experience', 'Indie', 'VR Only']",: 103,": 0 .. 20,000",nan
Horizon Beyond,"['Free to Play', 'Indie', 'Adventure', 'VR', 'VR Only']",: 726,": 50,000 .. 100,000",: 2 new videos uploaded yesterday.
